ID,Form,Lemma,Postag,NER,Head,Deprel,Clausal Tag,Record ID,Sentence ID,Document ID,Document
22,in,in,IN,O,24,case,0,1108,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,this,this,DT,O,24,det,NP,1109,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,service,service,NN,O,19,obl:in,0,1110,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,to,to,IN,O,27,case,0,1111,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,the,the,DT,O,27,det,NP,1112,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,country,country,NN,O,24,nmod:to,0,1113,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,.,.,.,O,4,punct,0,1114,31,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,I,I,PRP,O,2,nsubj,NP,1115,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,present,present,VBP,DATE,0,ROOT,VP,1116,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,to,to,IN,O,4,case,0,1117,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,you,you,PRP,O,2,obl:to,NP,1118,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,",",",",",",O,2,punct,0,1119,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,in,in,IN,O,7,case,0,1120,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,addition,addition,NN,O,2,obl:in,NP,1121,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,",",",",",",O,7,punct,0,1122,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,the,the,DT,O,11,det,NP,1123,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,urgent,urgent,JJ,O,11,amod,0,1124,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,necessity,necessity,NN,O,16,obj,0,1125,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,that,that,WDT,O,11,ref,SBAR,1126,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,special,special,JJ,O,14,amod,NP,1127,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,provision,provision,NN,O,16,nsubj:pass,0,1128,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,be,be,VB,O,16,aux:pass,VP,1129,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,made,make,VBN,O,11,acl:relcl,VP,1130,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,also,also,RB,O,16,advmod,0,1131,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,for,for,IN,O,19,mark,0,1132,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,facilitating,facilitate,VBG,O,16,advcl:for,VP,1133,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,the,the,DT,O,21,det,NP,1134,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,credits,credit,NNS,O,19,obj,0,1135,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,needed,need,VBN,O,21,acl,VP,1136,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,by,by,IN,O,25,case,0,1137,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,the,the,DT,O,25,det,NP,1138,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,farmers,farmer,NNS,O,22,obl:by,0,1139,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,of,of,IN,O,28,case,0,1140,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,the,the,DT,O,28,det,NP,1141,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,country,country,NN,O,25,nmod:of,0,1142,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,.,.,.,O,2,punct,0,1143,32,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,The,the,DT,O,4,det,NP,1144,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,pending,pending,JJ,O,4,amod,0,1145,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,currency,currency,NN,O,4,compound,0,1146,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,bill,bill,NN,O,5,nsubj,0,1147,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,does,do,VBZ,O,0,ROOT,VP,1148,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,the,the,DT,O,7,det,NP,1149,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,farmers,farmer,NNS,O,5,iobj,0,1150,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,a,a,DT,O,10,det,NP,1151,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,great,great,JJ,O,10,amod,0,1152,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,service,service,NN,O,7,dep,0,1153,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,.,.,.,O,5,punct,0,1154,33,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,It,it,PRP,O,2,nsubj,NP,1155,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,puts,put,VBZ,O,0,ROOT,VP,1156,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,them,they,PRP,O,2,obj,NP,1157,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,upon,upon,IN,O,7,case,0,1158,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,an,a,DT,O,7,det,NP,1159,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,equal,equal,JJ,O,7,amod,0,1160,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,footinig,footinig,NN,O,2,obl:upon,0,1161,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,with,with,IN,O,11,case,0,1162,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,other,other,JJ,O,11,amod,NP,1163,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,business,business,NN,O,11,compound,0,1164,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,men,man,NNS,O,7,nmod:with,0,1165,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,and,and,CC,O,13,cc,0,1166,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,masters,master,NNS,O,7,conj:and,NP,1167,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,of,of,IN,O,15,case,0,1168,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,enterprise,enterprise,NN,O,13,nmod:of,NP,1169,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,",",",",",",O,2,punct,0,1170,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,as,as,IN,O,19,mark,SBAR,1171,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,it,it,PRP,O,19,nsubj,NP,1172,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,should,should,MD,O,2,advcl:as,VP,1173,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,;,;,:,O,2,punct,0,1174,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,and,and,CC,O,27,cc,0,1175,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,upon,upon,IN,O,24,case,S,1176,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,its,its,PRP$,O,24,nmod:poss,NP,1177,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,passage,passage,NN,O,27,obl:upon,0,1178,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,they,they,PRP,O,27,nsubj,NP,1179,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,will,will,MD,O,27,aux,VP,1180,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,find,find,VB,O,2,conj:and,VP,1181,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,themselves,themselves,PRP,O,29,nsubj,NP,1182,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,quit,quit,VB,O,27,ccomp,VP,1183,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,of,of,IN,O,31,case,0,1184,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,many,many,JJ,O,29,obl:of,NP,1185,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,of,of,IN,O,34,case,0,1186,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
33,the,the,DT,O,34,det,NP,1187,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
34,difficulties,difficulty,NNS,O,37,nsubj,0,1188,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
35,which,which,WDT,O,34,ref,SBAR,1189,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
36,now,now,RB,DATE,37,advmod,S,1190,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
37,hamper,hamper,VBP,O,34,acl:relcl,VP,1191,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
38,them,they,PRP,O,37,obj,0,1192,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
39,in,in,IN,O,41,case,0,1193,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
40,the,the,DT,O,41,det,NP,1194,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
41,field,field,NN,O,37,obl:in,0,1195,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
42,of,of,IN,O,43,case,0,1196,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
43,credit,credit,NN,O,41,nmod:of,NP,1197,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
44,.,.,.,O,2,punct,0,1198,34,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,The,the,DT,O,2,det,NP,1199,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,farmers,farmer,NNS,O,11,nsubj:pass,0,1200,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,",",",",",",O,2,punct,0,1201,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,of,of,IN,O,5,case,0,1202,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,course,course,NN,O,2,nmod:of,NP,1203,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,",",",",",",O,2,punct,0,1204,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,ask,ask,VB,O,0,ROOT,VP,1205,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,and,and,CC,O,11,cc,0,1206,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,should,should,MD,O,11,aux,VP,1207,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,be,be,VB,O,11,aux:pass,VP,1208,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,given,give,VBN,O,7,conj:and,VP,1209,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,no,no,DT,O,14,det,NP,1210,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,special,special,JJ,O,14,amod,0,1211,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,privilege,privilege,NN,O,11,obj,0,1212,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,",",",",",",O,14,punct,0,1213,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,such,such,JJ,O,18,mark,0,1214,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,as,as,IN,O,16,fixed,0,1215,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,extending,extend,VBG,O,14,acl:such_as,VP,1216,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,to,to,IN,O,20,case,0,1217,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,them,they,PRP,O,18,obl:to,NP,1218,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,the,the,DT,O,22,det,NP,1219,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,credit,credit,NN,O,18,obj,0,1220,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,of,of,IN,O,25,case,0,1221,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,the,the,DT,O,25,det,NP,1222,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,Government,Government,NNP,O,22,nmod:of,0,1223,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,itself,itself,PRP,O,11,xcomp,NP,1224,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,.,.,.,O,7,punct,0,1225,35,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,What,what,WP,O,3,obj,SBAR,1226,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,they,they,PRP,O,6,nsubj,NP,1227,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,need,need,VBP,O,8,csubj,VP,1228,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,and,and,CC,O,6,cc,0,1229,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,should,should,MD,O,6,aux,VP,1230,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,obtain,obtain,VB,O,8,csubj,VP,1231,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,is,be,VBZ,O,8,cop,VP,1232,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,legislation,legislation,NN,O,11,nsubj,NP,1233,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,which,which,WDT,O,8,ref,SBAR,1234,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,will,will,MD,O,11,aux,VP,1235,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,make,make,VB,O,8,acl:relcl,VP,1236,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,their,they,PRP$,O,28,nmod:poss,NP,1237,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,own,own,JJ,O,28,amod,0,1238,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,abundant,abundant,JJ,O,18,amod,0,1239,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,and,and,CC,O,16,cc,0,1240,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,substantial,substantial,JJ,O,18,amod,0,1241,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,credit,credit,NN,O,18,compound,0,1242,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,resources,resource,NNS,O,28,compound,0,1243,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,available,available,JJ,O,28,amod,0,1244,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,as,as,IN,O,22,case,0,1245,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,a,a,DT,O,22,det,NP,1246,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,foundation,foundation,NN,O,19,obl:as,0,1247,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,for,for,IN,O,24,case,0,1248,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,joint,joint,NN,O,22,nmod:for,NP,1249,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,",",",",",",O,28,punct,0,1250,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,concerted,concerted,JJ,O,28,amod,0,1251,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,local,local,JJ,O,28,amod,0,1252,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,action,action,NN,O,11,obj,0,1253,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,in,in,IN,O,32,case,0,1254,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,their,they,PRP$,O,32,nmod:poss,NP,1255,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,own,own,JJ,O,32,amod,0,1256,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,behalf,behalf,NN,O,28,nmod:in,0,1257,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
33,in,in,IN,O,34,mark,0,1258,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
34,getting,get,VBG,O,11,advcl:in,VP,1259,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
35,the,the,DT,O,36,det,NP,1260,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
36,capital,capital,NN,O,34,obj,0,1261,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
37,they,they,PRP,O,39,nsubj,S,1262,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
38,must,must,MD,O,39,aux,VP,1263,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
39,use,use,VB,O,36,acl:relcl,VP,1264,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
40,.,.,.,O,8,punct,0,1265,36,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,It,it,PRP,O,4,nsubj,NP,1266,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,is,be,VBZ,O,4,cop,VP,1267,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,to,to,IN,O,4,case,0,1268,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,this,this,DT,O,0,ROOT,NP,1269,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,we,we,PRP,O,8,nsubj,NP,1270,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,should,should,MD,O,8,aux,VP,1271,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,now,now,RB,DATE,8,advmod,0,1272,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,address,address,VB,O,4,acl:relcl,VP,1273,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,ourselves,ourselves,PRP,O,8,obj,NP,1274,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,.,.,.,O,4,punct,0,1275,37,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,It,it,PRP,O,2,nsubj,NP,1276,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,has,have,VBZ,O,0,ROOT,VP,1277,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,",",",",",",O,2,punct,0,1278,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,singularly,singularly,RB,O,5,advmod,0,1279,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,enough,enough,RB,O,2,advmod,0,1280,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,",",",",",",O,2,punct,0,1281,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,come,come,VB,O,2,parataxis,VP,1282,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,to,to,TO,O,9,mark,VP,1283,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,pass,pass,VB,O,7,xcomp,VP,1284,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,that,that,DT,O,9,obj,NP,1285,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,we,we,PRP,O,13,nsubj,NP,1286,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,have,have,VBP,O,13,aux,VP,1287,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,allowed,allow,VBN,O,10,acl:relcl,VP,1288,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,the,the,DT,O,15,det,NP,1289,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,industry,industry,NN,O,2,obj,0,1290,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,of,of,IN,O,18,case,0,1291,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,our,we,PRP$,O,18,nmod:poss,NP,1292,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,farms,farm,NNS,O,15,nmod:of,0,1293,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,to,to,TO,O,20,mark,VP,1294,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,lag,lag,VB,O,18,acl:to,VP,1295,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,behind,behind,IN,O,24,case,0,1296,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,the,the,DT,O,24,det,NP,1297,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,other,other,JJ,O,24,amod,0,1298,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,activities,activity,NNS,O,20,obl:behind,0,1299,38,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
